date,open,settlement,high_trade,low_trade,volume,open_interest,high_bid,low_ask
20190321,395.25,398.75,399.5,395.0,48593.0,302097.0,399.25,395.25
20190322,398.25,400.0,401.75,398.0,52587.0,303296.0,401.5,398.25
20190325,400.25,401.75,402.5,399.0,40478.0,298018.0,402.25,399.0
20190326,401.0,400.25,402.0,398.75,34499.0,298359.0,401.75,399.0
20190327,399.75,398.0,399.75,396.0,38153.0,297466.0,399.75,396.25
20190328,397.5,398.25,398.75,396.5,29863.0,296118.0,398.5,396.5
20190329,398.0,384.75,399.0,384.25,181003.0,283054.0,398.75,384.5
20190401,384.75,388.75,390.0,384.5,74491.0,276592.0,390.0,384.75
20190402,389.75,389.5,390.75,386.5,66342.0,275913.0,390.5,386.75
20190403,389.5,390.75,392.75,389.0,30182.0,277107.0,392.5,389.25
20190404,390.75,392.25,393.5,390.5,33323.0,276999.0,393.25,390.75
20190405,392.0,390.0,392.0,388.25,45765.0,278496.0,391.75,388.25
20190408,390.0,389.0,391.25,388.0,67240.0,278352.0,391.25,388.25
20190409,389.0,389.25,390.5,384.75,72058.0,279546.0,390.5,385.0
20190410,389.5,390.75,391.25,389.5,49097.0,284453.0,391.25,389.75
20190411,390.0,388.5,391.0,387.0,40666.0,285704.0,391.0,387.0
20190412,388.5,389.0,389.75,386.75,27538.0,288246.0,389.5,387.0
20190415,389.5,390.75,391.75,389.0,35217.0,289282.0,391.75,389.25
20190416,390.25,387.5,390.5,386.0,33983.0,288362.0,390.25,386.25
20190417,387.25,386.75,388.5,385.25,35668.0,291100.0,388.25,385.5
20190418,386.25,386.25,387.25,385.0,31666.0,291847.0,387.0,385.25
20190422,387.0,382.5,387.0,382.0,30897.0,291505.0,386.5,382.0
20190423,382.5,379.75,382.5,378.5,52522.0,297612.0,382.25,378.75
20190424,379.5,376.0,380.25,374.5,65392.0,303143.0,380.25,374.75
20190425,375.25,377.25,379.75,371.75,84145.0,309128.0,379.5,371.75
20190426,377.0,380.75,382.5,376.5,50421.0,311627.0,382.25,376.75
20190429,382.25,381.25,385.0,380.75,57781.0,313752.0,384.75,380.75
20190430,380.75,381.0,382.25,377.75,58184.0,316254.0,382.25,378.0
20190501,381.25,386.25,387.0,381.25,79750.0,321184.0,386.75,381.5
20190502,386.75,387.0,387.75,383.75,81842.0,320743.0,387.5,384.0
20190503,386.5,387.75,388.0,383.0,60830.0,323664.0,387.75,383.25
20190506,376.75,382.25,382.75,374.25,104679.0,324746.0,382.75,374.5
20190507,382.75,383.75,385.5,381.0,65934.0,328811.0,385.25,381.0
20190508,384.25,382.25,385.5,379.5,76923.0,331513.0,385.5,379.5
20190509,380.5,372.75,381.0,371.75,133861.0,331067.0,381.0,372.0
20190510,373.5,372.0,374.75,365.75,130646.0,335657.0,374.5,366.0
20190513,371.25,376.5,377.5,363.75,104788.0,336177.0,377.25,364.0
20190514,380.0,387.75,389.25,380.0,178080.0,338624.0,389.0,380.25
20190515,387.75,388.75,397.75,387.25,149745.0,350681.0,397.5,387.25
20190516,388.5,396.5,397.75,388.0,124486.0,359177.0,397.5,388.25
20190517,397.5,398.25,400.0,397.25,170850.0,368652.0,399.75,397.5
20190520,400.0,404.5,405.5,400.0,211692.0,393949.0,405.25,400.25
20190521,407.0,410.5,413.0,407.0,247158.0,412955.0,412.75,407.5
20190522,409.5,412.75,413.75,404.5,161851.0,427235.0,413.5,404.75
20190523,412.0,408.0,416.75,405.25,200059.0,430836.0,416.5,405.5
20190524,408.0,419.75,420.0,407.5,174553.0,439666.0,419.75,407.5
20190528,423.0,437.0,437.5,422.5,231651.0,462307.0,437.5,423.0
20190529,446.0,435.75,454.0,430.0,267188.0,472807.0,453.75,430.25
20190530,434.0,452.25,452.25,430.5,195357.0,485029.0,452.0,430.75
20190531,451.0,443.75,453.25,440.5,158779.0,484156.0,453.0,440.75
20190603,443.25,441.75,447.25,435.5,150409.0,486665.0,447.0,435.75
20190604,453.25,444.0,453.25,440.0,194645.0,495247.0,452.5,440.25
20190605,443.0,433.5,443.5,431.0,141051.0,497293.0,443.25,431.25
20190606,433.5,438.5,439.75,425.0,168703.0,500999.0,439.5,425.25
20190607,438.75,433.75,441.25,433.0,110296.0,512743.0,441.25,433.0
20190610,431.0,434.5,435.25,427.25,166655.0,528442.0,435.0,427.5
20190611,434.0,447.0,449.0,427.5,203400.0,545266.0,448.75,427.75
20190612,447.0,448.5,452.75,442.75,192778.0,562310.0,452.5,443.0
20190613,448.0,455.75,456.75,448.0,222570.0,585391.0,456.5,448.25
20190614,455.75,463.5,465.0,454.0,246083.0,588171.0,464.75,454.25
20190617,468.0,468.5,473.0,463.75,233248.0,604001.0,472.75,464.0
20190618,469.5,463.0,471.5,456.75,180425.0,608788.0,471.5,457.0
20190619,462.5,453.25,463.5,450.0,157137.0,617809.0,463.5,450.25
20190620,453.25,461.0,462.5,449.0,162122.0,627002.0,462.25,449.25
20190621,462.0,453.5,464.25,453.25,175127.0,627973.0,464.0,453.5
20190624,453.75,457.25,459.5,452.75,146416.0,634257.0,459.5,452.75
20190625,461.0,457.5,463.0,456.5,168334.0,655282.0,463.0,456.75
20190626,456.75,454.5,457.75,451.5,159673.0,669201.0,457.5,451.5
20190627,454.5,451.0,456.75,450.25,115259.0,682253.0,456.5,450.5
20190628,450.75,431.5,468.0,426.0,423314.0,703155.0,467.25,426.0
20190701,435.0,422.5,435.75,420.75,242245.0,718393.0,435.5,420.75
20190702,423.0,426.0,427.75,420.5,166850.0,723547.0,427.5,420.75
20190703,427.25,441.25,441.5,426.5,158276.0,729581.0,441.25,426.75
20190705,441.0,442.25,443.5,434.5,102784.0,727668.0,443.25,434.75
20190708,446.5,443.75,448.0,437.75,196442.0,742350.0,447.75,438.0
20190709,443.25,437.25,443.5,433.25,148991.0,753695.0,443.25,433.25
20190710,436.5,439.5,441.0,431.5,134463.0,754395.0,440.75,431.75
20190711,438.75,448.0,448.5,430.25,216544.0,757790.0,448.5,430.5
20190712,447.5,459.25,460.75,445.5,216745.0,764918.0,460.5,445.75
20190715,464.0,447.0,464.75,446.0,218079.0,757592.0,464.5,446.0
20190716,444.0,441.25,447.25,435.5,181286.0,757029.0,447.25,435.75
20190717,441.25,441.5,447.0,437.25,157285.0,761814.0,446.75,437.5
20190718,440.0,429.75,441.0,428.0,202738.0,752214.0,440.75,428.25
20190719,430.75,435.75,439.0,428.5,144722.0,753774.0,438.75,428.75
20190722,436.0,426.75,437.0,425.5,140656.0,750719.0,436.75,425.5
20190723,428.5,431.5,432.75,424.0,175274.0,745363.0,432.5,424.25
20190724,431.0,430.75,436.75,427.75,121099.0,750812.0,436.75,428.0
20190725,430.75,427.5,432.5,426.5,193054.0,742463.0,432.25,426.75
20190726,427.0,424.5,428.0,423.5,119490.0,748644.0,427.75,423.75
20190729,423.5,427.0,429.75,422.25,115290.0,752387.0,429.75,422.5
20190730,426.75,421.0,426.75,419.75,134937.0,749966.0,426.5,420.0
20190731,420.5,410.0,423.5,409.5,226838.0,756032.0,423.5,409.75
20190801,411.25,402.5,412.25,397.25,235995.0,760206.0,412.0,397.5
20190802,404.25,409.5,409.75,403.0,148262.0,756966.0,409.5,403.25
20190805,410.0,414.75,416.25,400.75,191120.0,757080.0,416.0,401.0
20190806,415.25,412.5,416.5,409.25,183494.0,761158.0,416.25,409.5
20190807,413.25,414.0,415.25,409.25,215638.0,773551.0,415.0,409.25
20190808,415.0,418.25,419.75,413.0,246009.0,780290.0,419.5,413.25
20190809,418.25,417.75,424.5,415.25,255682.0,783830.0,424.25,415.25
20190812,417.25,392.75,417.75,392.75,387022.0,779562.0,417.5,392.75
20190813,388.0,376.5,388.0,376.0,498116.0,785508.0,387.75,376.25
20190814,377.0,370.25,381.0,370.0,301199.0,790738.0,380.75,370.25
20190815,371.5,371.0,374.75,369.0,187487.0,798060.0,374.5,369.25
20190816,372.0,380.75,381.0,371.5,186510.0,808795.0,380.75,371.75
20190819,377.0,374.5,378.25,373.25,146028.0,813190.0,378.25,373.5
20190820,376.25,368.75,379.75,368.25,203541.0,828104.0,379.25,368.5
20190821,369.25,370.25,371.5,366.25,199565.0,841483.0,371.25,366.5
20190822,370.75,371.0,374.5,368.0,171823.0,851522.0,374.25,368.25
20190823,371.0,367.75,371.5,365.5,231913.0,857810.0,371.5,365.75
20190826,366.75,368.25,371.25,366.25,170617.0,868920.0,371.0,366.5
20190827,368.25,366.25,369.25,365.75,167220.0,874894.0,369.0,366.0
20190828,366.0,371.0,373.75,364.25,303332.0,887681.0,373.5,364.5
20190829,371.5,371.25,377.0,370.0,255872.0,907269.0,376.75,370.25
20190830,370.75,369.75,374.5,368.75,162934.0,905123.0,374.25,369.0
20190903,369.5,361.0,370.0,360.5,204262.0,907274.0,369.75,360.75
20190904,361.0,358.5,363.0,356.5,204307.0,904223.0,362.75,356.75
20190905,358.5,358.75,362.75,358.25,142572.0,903830.0,362.5,358.5
20190906,359.5,355.5,360.25,353.0,157815.0,905742.0,360.0,353.25
20190909,354.75,354.25,357.75,352.25,161790.0,913907.0,357.75,352.5
20190910,356.0,361.5,362.5,355.75,164888.0,923433.0,362.5,356.0
20190911,362.75,360.0,363.5,356.75,177888.0,922430.0,363.25,356.75
20190912,360.75,367.25,367.5,353.25,293125.0,909862.0,367.5,353.5
20190913,367.5,368.75,372.25,365.5,145836.0,901537.0,372.0,365.75
20190916,372.0,374.0,374.75,367.5,133444.0,891179.0,374.5,367.75
20190917,374.0,368.0,374.25,366.0,154625.0,900346.0,374.0,366.25
20190918,367.75,371.25,372.0,365.75,126832.0,895777.0,371.75,366.0
20190919,371.5,372.75,373.75,369.5,117069.0,890569.0,373.5,369.75
20190920,372.75,370.75,374.5,369.5,132998.0,882598.0,374.5,369.75
20190923,371.25,373.25,374.5,371.0,100443.0,883571.0,374.5,371.0
20190924,372.0,374.75,376.0,370.25,144294.0,878373.0,375.75,370.25
20190925,375.25,374.25,377.5,372.25,119189.0,877249.0,377.25,372.5
20190926,373.5,372.5,375.75,368.25,175419.0,876952.0,375.5,368.5
20190927,371.25,371.5,373.0,369.75,90796.0,878698.0,372.75,370.0
20190930,372.0,388.0,388.25,371.5,337247.0,857355.0,388.0,371.75
20191001,386.75,392.5,392.75,385.25,227065.0,838955.0,392.5,385.5
20191002,390.5,387.75,391.75,385.5,158921.0,822892.0,391.5,385.75
20191003,387.0,388.75,390.75,385.5,125489.0,813673.0,390.5,385.75
20191004,388.0,384.75,389.0,383.75,116336.0,817787.0,388.75,384.0
20191007,387.5,387.0,387.75,385.0,100421.0,813540.0,387.5,385.25
20191008,387.5,395.75,396.5,386.0,200460.0,821544.0,396.25,386.25
20191009,395.5,394.25,397.25,393.0,140853.0,801918.0,397.0,393.25
20191010,392.75,380.25,395.0,378.25,297046.0,783974.0,394.75,378.5
20191011,380.75,397.75,398.75,380.5,272436.0,769922.0,398.5,380.75
20191014,401.25,397.75,402.5,393.25,170713.0,751871.0,402.25,393.5
20191015,397.0,393.25,398.5,392.5,143675.0,735788.0,398.5,392.75
20191016,392.0,391.75,392.75,387.5,139675.0,738846.0,392.5,387.75
20191017,391.75,394.75,397.25,391.5,141532.0,739371.0,397.0,391.5
20191018,394.0,391.0,395.75,389.75,122010.0,745877.0,395.75,390.0
20191021,390.0,387.25,393.75,386.5,150187.0,742492.0,393.5,386.5
20191022,387.0,388.0,392.5,385.0,136694.0,742277.0,392.5,385.25
20191023,387.75,387.75,389.5,384.0,117561.0,736537.0,389.25,384.0
20191024,388.5,386.75,390.75,385.25,130664.0,731514.0,390.5,385.5
20191025,387.0,386.75,390.0,385.75,131677.0,718912.0,389.75,386.0
20191028,386.0,384.0,386.5,383.25,122790.0,713365.0,386.25,383.5
20191029,383.5,386.25,387.5,382.0,153732.0,701621.0,387.25,382.25
20191030,385.75,390.75,391.25,385.25,177034.0,687850.0,391.0,385.5
20191031,390.25,390.0,391.0,384.75,176193.0,674573.0,391.0,385.0
20191101,389.25,389.25,391.75,386.25,151943.0,678041.0,391.5,386.5
20191104,386.75,383.25,387.75,383.0,145373.0,672307.0,387.5,383.25
20191105,383.25,381.75,384.75,380.5,157127.0,663358.0,384.5,380.75
20191106,382.25,378.75,385.0,377.5,185339.0,655494.0,384.75,377.75
20191107,379.25,375.25,380.0,373.75,219147.0,621743.0,379.75,374.0
20191108,375.25,377.25,383.75,372.5,343769.0,602250.0,383.5,372.5
20191111,376.0,373.25,377.0,372.5,211215.0,570355.0,376.75,372.5
20191112,373.5,377.75,378.0,372.75,220513.0,532155.0,377.75,373.0
20191113,377.0,375.25,377.75,375.0,195982.0,513727.0,377.5,375.0
20191114,375.25,375.75,377.5,374.5,144893.0,493957.0,377.25,374.75
20191115,375.5,371.25,376.5,370.75,140175.0,481164.0,376.25,371.0
20191118,371.0,367.75,371.75,367.5,206268.0,446608.0,371.5,367.75
20191119,367.75,370.0,373.0,367.75,202015.0,429707.0,372.75,368.0
20191120,369.75,366.75,370.5,365.75,297024.0,401867.0,370.25,366.0
20191121,366.75,368.5,369.75,366.25,158701.0,370345.0,369.5,366.5
20191122,368.0,368.75,370.25,367.5,228112.0,263005.0,370.0,367.5
20191125,368.75,370.5,372.75,368.25,199301.0,186535.0,372.75,368.5
20191126,369.75,367.5,370.5,367.0,207678.0,110890.0,370.25,367.25
20191127,367.25,362.75,368.75,362.25,163967.0,18163.0,368.5,362.5
20191129,365.75,371.25,372.25,365.0,15512.0,11167.0,372.0,365.0
20191202,371.75,373.5,375.5,371.0,6280.0,7762.0,375.25,370.0
20191203,373.75,372.0,376.0,371.5,4939.0,5191.0,376.25,371.5
20191204,371.75,368.75,373.5,367.75,2985.0,3891.0,373.0,368.0
20191205,368.5,365.5,369.75,365.25,3029.0,2286.0,369.5,365.0
20191206,364.75,366.5,368.75,364.75,960.0,1558.0,367.5,365.25
20191209,366.5,365.75,368.0,365.0,639.0,1286.0,367.75,365.0
20191210,365.75,363.25,367.0,362.5,888.0,998.0,367.0,363.0
20191211,363.0,357.75,363.0,357.0,259.0,807.0,363.0,359.25
20191212,358.25,367.0,368.75,358.25,664.0,165.0,368.25,363.5
20191213,373.75,366.25,374.5,366.25,,,372.0,377.0
