new_tag60_unix_nanoseconds,tag60,new_tag75,new_bid_01_price,new_bid_02_price,new_bid_03_price,new_bid_04_price,new_bid_05_price,new_bid_06_price,new_bid_07_price,new_bid_08_price,new_bid_09_price,new_bid_10_price,new_bid_11_price,new_bid_01_qty,new_bid_02_qty,new_bid_03_qty,new_bid_04_qty,new_bid_05_qty,new_bid_06_qty,new_bid_07_qty,new_bid_08_qty,new_bid_09_qty,new_bid_10_qty,new_bid_11_qty,new_ask_01_price,new_ask_02_price,new_ask_03_price,new_ask_04_price,new_ask_05_price,new_ask_06_price,new_ask_07_price,new_ask_08_price,new_ask_09_price,new_ask_10_price,new_ask_11_price,new_ask_01_qty,new_ask_02_qty,new_ask_03_qty,new_ask_04_qty,new_ask_05_qty,new_ask_06_qty,new_ask_07_qty,new_ask_08_qty,new_ask_09_qty,new_ask_10_qty,new_ask_11_qty,old_tag60_unix_nanoseconds,old_tag75,old_bid_01_price,old_bid_02_price,old_bid_03_price,old_bid_04_price,old_bid_05_price,old_bid_06_price,old_bid_07_price,old_bid_08_price,old_bid_09_price,old_bid_10_price,old_bid_11_price,old_bid_01_qty,old_bid_02_qty,old_bid_03_qty,old_bid_04_qty,old_bid_05_qty,old_bid_06_qty,old_bid_07_qty,old_bid_08_qty,old_bid_09_qty,old_bid_10_qty,old_bid_11_qty,old_ask_01_price,old_ask_02_price,old_ask_03_price,old_ask_04_price,old_ask_05_price,old_ask_06_price,old_ask_07_price,old_ask_08_price,old_ask_09_price,old_ask_10_price,old_ask_11_price,old_ask_01_qty,old_ask_02_qty,old_ask_03_qty,old_ask_04_qty,old_ask_05_qty,old_ask_06_qty,old_ask_07_qty,old_ask_08_qty,old_ask_09_qty,old_ask_10_qty,old_ask_11_qty
1577372057349287287,20191226145417349287287,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,81,509,268,323,208,162,242,170,109,172,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,187,359,236,305,449,290,460,313,335,264,158,1577372057349287287,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,26,86,278,66,1385,58,1101,68,94
1577372067183265009,20191226145427183265009,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,78,509,268,323,208,162,242,170,109,172,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,186,359,236,305,451,290,460,313,335,264,158,1577372067183265009,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,26,86,278,66,1385,58,1101,68,94
1577372075351615987,20191226145435351615987,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,151,509,268,323,208,162,242,170,109,172,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,178,359,236,305,451,290,441,313,335,264,158,1577372075351615987,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372080761276573,20191226145440761276573,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,320,503,268,323,208,162,242,170,109,172,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,99,362,236,305,451,290,441,313,335,264,158,1577372080761276573,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372090630560883,20191226145450630560883,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,315,503,268,323,208,162,242,170,109,172,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,109,358,236,305,451,290,441,313,335,264,158,1577372090630560883,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372103415141449,20191226145503415141449,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,316,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,100,379,253,322,468,307,458,330,335,281,158,1577372103415141449,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372110685891621,20191226145510685891621,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,149,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,177,379,253,322,468,307,458,330,335,281,158,1577372110685891621,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372120760948285,20191226145520760948285,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,172,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,177,379,253,322,507,307,458,330,335,283,158,1577372120760948285,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372131152189679,20191226145531152189679,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,169,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,174,381,253,322,507,307,458,330,335,283,158,1577372131152189679,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372147112700857,20191226145547112700857,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,171,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,210,384,253,322,507,307,458,330,335,284,158,1577372147112700857,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372154049750305,20191226145554049750305,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,171,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,104,384,253,322,507,307,458,330,335,284,158,1577372154049750305,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372161051148913,20191226145601051148913,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,163,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,103,384,253,322,507,307,458,330,335,284,158,1577372161051148913,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372171739580601,20191226145611739580601,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,158,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,175,375,253,322,507,307,458,330,335,284,158,1577372171739580601,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372181113409065,20191226145621113409065,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,158,521,285,340,225,179,242,187,109,189,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,177,374,253,323,507,307,458,330,335,284,158,1577372181113409065,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,81,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372191777613163,20191226145631777613163,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,91,521,285,340,225,179,242,187,109,188,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,181,375,253,322,507,307,458,330,335,284,158,1577372191777613163,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372204642501317,20191226145644642501317,20191226,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,680,287,340,225,179,242,187,109,188,120,220,387.75,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,97,360,363,253,322,511,305,462,330,339,284,1577372204642501317,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372216849317261,20191226145656849317261,20191226,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,696,287,340,225,179,242,187,109,188,120,220,387.75,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,113,201,361,252,322,511,305,462,330,339,284,1577372216849317261,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372221834147609,20191226145701834147609,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,175,703,287,340,225,179,242,187,109,188,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,188,361,252,322,511,305,462,330,339,284,162,1577372221834147609,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372237397975429,20191226145717397975429,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,174,531,287,340,225,183,242,191,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,251,362,254,323,512,305,462,330,347,284,162,1577372237397975429,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372241159303003,20191226145721159303003,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,183,525,287,340,225,183,242,191,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,249,362,254,324,511,305,462,330,347,284,162,1577372241159303003,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,72,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372259053272129,20191226145739053272129,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,94,218,452,288,332,213,156,242,191,109,192,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,489,254,324,511,305,462,330,349,284,162,156,1577372259053272129,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372265119719841,20191226145745119719841,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,352,453,287,331,213,156,242,191,109,192,120,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,536,244,316,511,305,462,330,352,284,162,156,1577372265119719841,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,27,7,45,86,278,66,1385,58,1101,68,94
1577372272127265021,20191226145752127265021,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,351,454,287,331,213,156,242,191,109,192,120,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,367,434,317,511,305,462,330,352,283,162,156,1577372272127265021,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372280506009705,20191226145800506009705,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,183,453,292,330,212,156,243,192,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,123,222,444,325,511,305,462,330,352,283,162,1577372280506009705,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372299435298629,20191226145819435298629,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,193,453,299,331,212,156,243,192,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,74,222,443,324,515,305,462,330,352,283,162,1577372299435298629,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372307504624457,20191226145827504624457,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,138,376,463,299,331,212,156,243,192,109,192,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,149,432,315,515,305,462,330,352,283,162,156,1577372307504624457,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372312428827129,20191226145832428827129,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,61,228,462,299,331,212,156,243,192,109,192,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,299,432,315,515,305,462,330,352,283,162,156,1577372312428827129,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372326311323673,20191226145846311323673,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,291,459,299,331,212,156,243,192,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,41,188,444,305,515,305,462,325,347,283,162,1577372326311323673,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372331486461743,20191226145851486461743,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,359,461,299,331,212,156,243,192,109,192,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,39,187,444,324,515,305,462,325,347,283,162,1577372331486461743,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,82,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372343661441803,20191226145903661441803,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,368,462,298,331,212,156,243,192,109,174,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,15,235,442,324,515,305,462,325,347,283,162,1577372343661441803,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372350456186577,20191226145910456186577,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,369,469,298,331,212,156,243,192,109,174,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,8,237,442,324,515,305,462,325,347,283,162,1577372350456186577,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372368636791237,20191226145928636791237,20191226,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,370,469,298,340,212,156,243,192,109,174,120,388.0,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,23,235,442,324,515,305,462,325,347,283,162,1577372368636791237,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372379311181075,20191226145939311181075,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,113,383,474,298,340,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,351,442,324,515,305,462,325,347,283,162,156,1577372379311181075,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372384845737957,20191226145944845737957,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,108,228,473,298,340,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,158,432,315,516,305,462,325,347,283,162,156,1577372384845737957,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372399417522625,20191226145959417522625,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,107,232,474,298,340,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,152,434,315,515,305,462,325,347,283,162,156,1577372399417522625,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372407945843675,20191226150007945843675,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,117,236,469,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,156,438,311,510,305,462,325,347,283,162,156,1577372407945843675,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372414909959651,20191226150014909959651,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,109,236,469,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,229,438,311,510,305,462,325,347,283,162,156,1577372414909959651,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372426260312267,20191226150026260312267,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,66,236,474,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,376,438,311,510,305,462,325,347,283,162,156,1577372426260312267,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372432238077029,20191226150032238077029,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,161,235,476,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,27,632,312,511,305,462,325,347,283,162,156,1577372432238077029,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372443879390397,20191226150043879390397,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,150,240,481,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,90,485,312,510,306,432,295,347,283,132,156,1577372443879390397,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372456732802943,20191226150056732802943,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,170,242,481,299,342,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,93,484,311,511,306,432,295,347,283,132,156,1577372456732802943,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372463215681017,20191226150103215681017,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,162,242,491,299,352,212,156,243,192,109,174,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,166,485,311,510,306,432,295,347,283,132,156,1577372463215681017,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
1577372477537059345,20191226150117537059345,20191226,388.0,387.75,387.5,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,155,243,500,309,362,222,166,253,202,119,184,388.25,388.5,388.75,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,166,485,321,520,316,442,305,358,293,142,166,1577372477537059345,20191226,387.25,387.0,386.75,386.5,386.25,386.0,385.75,385.5,385.25,385.0,384.75,4,65,1,86,55,202,227,100,124,660,41,389.0,389.25,389.5,389.75,390.0,390.25,390.5,390.75,391.0,391.25,391.5,29,7,45,86,277,66,1385,58,1101,68,94
