tag60_unix_nanoseconds,packet_no,tag1128,tag9,tag35,tag49,tag75,tag34,tag52,tag60,tag5799,tag268,tag268_no,tag279,tag269,tag48,tag55,tag83,tag270,tag271,tag346,tag346_no,tag5797,tag37711,tag37705,tag37705_no,tag37,tag32,tag10,tag_pattern
1572885783968008839,352694,9,244,X,CME,20191104,1065505,20191104164303968186155,20191104164303968008839,00000001,1,1,0,2,19296,LEZ9,169317,119575.0,1,2,1,2,2165879,2,1,703441468412,1,174,3
1572885783968008839,352694,9,244,X,CME,20191104,1065505,20191104164303968186155,20191104164303968008839,00000001,1,1,0,2,19296,LEZ9,169317,119575.0,1,2,2,2,2165879,2,2,703441468331,1,174,3
1572885789608678505,352722,9,244,X,CME,20191104,1065685,20191104164309609017194,20191104164309608678505,00000001,1,1,0,2,19296,LEZ9,169335,119550.0,1,2,1,2,2165884,2,1,703441468507,1,172,3
1572885789608678505,352722,9,244,X,CME,20191104,1065685,20191104164309609017194,20191104164309608678505,00000001,1,1,0,2,19296,LEZ9,169335,119550.0,1,2,2,2,2165884,2,2,703441468341,1,172,3
1572885791817689381,352730,9,265,X,CME,20191104,1065740,20191104164311817909299,20191104164311817689381,00000001,1,1,0,2,19296,LEZ9,169342,119550.0,2,3,1,2,2165887,3,1,703441468534,2,162,3
1572885791817689381,352730,9,265,X,CME,20191104,1065740,20191104164311817909299,20191104164311817689381,00000001,1,1,0,2,19296,LEZ9,169342,119550.0,2,3,2,2,2165887,3,2,703441468341,1,162,3
1572885791817689381,352730,9,265,X,CME,20191104,1065740,20191104164311817909299,20191104164311817689381,00000001,1,1,0,2,19296,LEZ9,169342,119550.0,2,3,3,2,2165887,3,3,703441468345,1,162,3
1572885801661804653,352911,9,286,X,CME,20191104,1066040,20191104164321662347108,20191104164321661804653,00000001,1,1,0,2,19296,LEZ9,169441,119550.0,4,4,1,2,2165899,4,1,703441466287,4,136,3
1572885801661804653,352911,9,286,X,CME,20191104,1066040,20191104164321662347108,20191104164321661804653,00000001,1,1,0,2,19296,LEZ9,169441,119550.0,4,4,2,2,2165899,4,2,703441468553,1,136,3
1572885801661804653,352911,9,286,X,CME,20191104,1066040,20191104164321662347108,20191104164321661804653,00000001,1,1,0,2,19296,LEZ9,169441,119550.0,4,4,3,2,2165899,4,3,703441468682,1,136,3
1572885801661804653,352911,9,286,X,CME,20191104,1066040,20191104164321662347108,20191104164321661804653,00000001,1,1,0,2,19296,LEZ9,169441,119550.0,4,4,4,2,2165899,4,4,703441468715,2,136,3
1572885801736492321,352960,9,244,X,CME,20191104,1066084,20191104164321737220625,20191104164321736492321,00000001,1,1,0,2,19296,LEZ9,169473,119550.0,2,2,1,1,2165900,2,1,703441468735,2,148,3
1572885801736492321,352960,9,244,X,CME,20191104,1066084,20191104164321737220625,20191104164321736492321,00000001,1,1,0,2,19296,LEZ9,169473,119550.0,2,2,2,1,2165900,2,2,703441468727,2,148,3
1572885801736976727,352969,9,265,X,CME,20191104,1066091,20191104164321737363934,20191104164321736976727,00000001,1,1,0,2,19296,LEZ9,169481,119550.0,5,3,1,1,2165901,3,1,703441468738,5,173,3
1572885801736976727,352969,9,265,X,CME,20191104,1066091,20191104164321737363934,20191104164321736976727,00000001,1,1,0,2,19296,LEZ9,169481,119550.0,5,3,2,1,2165901,3,2,703441468727,3,173,3
1572885801736976727,352969,9,265,X,CME,20191104,1066091,20191104164321737363934,20191104164321736976727,00000001,1,1,0,2,19296,LEZ9,169481,119550.0,5,3,3,1,2165901,3,3,703441468734,2,173,3
1572885801737761327,353026,9,244,X,CME,20191104,1066122,20191104164321738089300,20191104164321737761327,00000001,1,1,0,2,19296,LEZ9,169511,119550.0,3,2,1,1,2165903,2,1,703441468755,3,150,3
1572885801737761327,353026,9,244,X,CME,20191104,1066122,20191104164321738089300,20191104164321737761327,00000001,1,1,0,2,19296,LEZ9,169511,119550.0,3,2,2,1,2165903,2,2,703441468734,3,150,3
1572885802026586659,353055,9,244,X,CME,20191104,1066145,20191104164322026797918,20191104164322026586659,00000001,1,1,0,2,19296,LEZ9,169528,119550.0,1,2,1,1,2165905,2,1,703441468761,1,178,3
1572885802026586659,353055,9,244,X,CME,20191104,1066145,20191104164322026797918,20191104164322026586659,00000001,1,1,0,2,19296,LEZ9,169528,119550.0,1,2,2,1,2165905,2,2,703441468739,1,178,3
1572885806662584789,353233,9,286,X,CME,20191104,1066360,20191104164326663040841,20191104164326662584789,00000001,1,1,0,2,19296,LEZ9,169623,119525.0,3,4,1,2,2165918,4,1,703441468900,3,152,3
1572885806662584789,353233,9,286,X,CME,20191104,1066360,20191104164326663040841,20191104164326662584789,00000001,1,1,0,2,19296,LEZ9,169623,119525.0,3,4,2,2,2165918,4,2,703441467394,1,152,3
1572885806662584789,353233,9,286,X,CME,20191104,1066360,20191104164326663040841,20191104164326662584789,00000001,1,1,0,2,19296,LEZ9,169623,119525.0,3,4,3,2,2165918,4,3,703441467992,1,152,3
1572885806662584789,353233,9,286,X,CME,20191104,1066360,20191104164326663040841,20191104164326662584789,00000001,1,1,0,2,19296,LEZ9,169623,119525.0,3,4,4,2,2165918,4,4,703441468713,1,152,3
1572885807389115789,353443,9,244,X,CME,20191104,1066714,20191104164327389312120,20191104164327389115789,00000001,1,1,0,2,19296,LEZ9,169722,119500.0,1,2,1,2,2165939,2,1,703441469067,1,163,3
1572885807389115789,353443,9,244,X,CME,20191104,1066714,20191104164327389312120,20191104164327389115789,00000001,1,1,0,2,19296,LEZ9,169722,119500.0,1,2,2,2,2165939,2,2,703441466056,1,163,3
1572885810820500507,353493,9,244,X,CME,20191104,1066899,20191104164330820964296,20191104164330820500507,00000000,1,1,0,2,19296,LEZ9,169745,119475.0,1,2,1,2,2165942,2,1,703441468479,1,172,3
